battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
619,0,1.2,1,3,0,4,0.4,145,1,3,450,760,384,13,5,12,0,0,0,0
1179,1,1.1,1,1,1,13,0.6,153,4,9,752,1386,1593,15,6,16,1,1,1,1
1922,1,1.8,1,10,1,42,0.9,188,5,14,728,1029,2259,9,3,11,1,1,1,2
2390,1,3.1,1,14,1,42,1.0,156,6,14,1212,1718,3978,11,6,15,1,1,1,3
989,1,1.1,0,3,0,15,0.2,120,3,0,174,488,1217,5,5,8,0,0,0,0
1350,1,1.9,1,3,0,10,0.4,135,3,4,499,865,1064,13,3,16,1,1,1,1
2128,1,2.0,1,8,1,17,1.0,160,5,14,717,1156,1862,12,4,18,1,1,1,2
2796,1,2.2,1,14,1,33,1.1,162,6,17,1100,1799,3934,16,7,18,1,1,1,3
799,1,1.1,0,4,0,8,0.5,144,3,4,479,936,378,5,4,8,0,1,1,0
1545,1,2.2,1,3,1,17,0.7,146,2,4,886,937,1706,10,2,11,1,1,1,1
1568,1,1.9,1,11,1,36,0.7,148,4,14,950,1450,2408,8,5,18,1,1,1,2
2650,1,2.7,1,13,1,32,1.4,163,7,12,1364,1514,3814,16,4,17,1,1,1,3
683,0,1.0,0,3,0,11,0.6,123,3,4,529,734,1295,7,4,7,0,1,0,0
1126,1,2.1,1,1,1,20,0.4,138,3,9,634,1144,1564,15,2,14,1,1,1,1
1528,1,2.4,1,5,1,32,0.9,145,5,11,846,1243,2973,12,5,17,1,1,1,2
3102,1,2.5,1,11,1,43,1.0,141,6,13,1303,1637,3146,11,4,12,1,1,1,3
729,0,1.3,0,3,0,14,0.1,144,3,4,239,623,1133,14,2,7,0,1,0,0
1084,1,1.9,1,2,0,25,0.8,165,2,4,810,1021,1045,11,3,15,1,1,1,1
1589,1,1.8,1,5,1,34,1.0,149,5,11,891,1437,2118,13,4,14,1,1,1,2
3064,1,3.3,1,14,1,41,1.4,185,7,17,1258,1898,3927,10,7,19,1,1,1,3
1023,1,0.6,0,2,0,9,0.4,103,2,7,233,899,1252,8,3,10,0,0,1,0
1280,1,1.2,1,1,0,21,0.4,174,4,7,855,876,1270,11,2,17,1,1,1,1
1575,1,2.1,1,6,1,16,0.8,169,5,14,736,1331,2302,17,7,17,1,1,1,2
2590,1,2.4,1,13,1,53,0.9,175,7,17,1196,1917,3854,12,5,16,1,1,1,3
631,1,1.0,0,0,0,7,0.2,101,2,6,535,463,663,11,4,8,0,1,0,0
1565,1,1.1,1,5,0,29,0.4,139,2,8,453,970,1408,16,2,8,1,1,1,1
1879,1,2.4,1,11,1,37,0.9,154,5,11,740,1481,2380,14,4,17,1,1,1,2
2459,1,2.4,1,11,1,37,1.0,164,6,18,1378,1973,3433,13,7,16,1,1,1,3
739,0,1.4,0,3,0,14,0.5,121,3,0,280,425,918,14,3,8,0,0,0,0
1068,1,1.3,1,2,0,11,0.5,144,2,8,616,1151,1000,7,4,17,1,1,1,1
1743,1,1.8,1,10,1,20,0.8,173,4,12,903,1562,2704,12,5,13,1,1,1,2
3153,1,2.3,1,11,1,54,1.1,195,6,17,1015,1467,3825,16,5,13,1,1,1,3
532,1,1.1,0,4,0,12,0.5,130,1,7,437,769,584,8,5,5,0,0,0,0
1523,1,1.2,1,1,0,30,0.6,150,2,5,874,913,1442,7,5,11,1,1,1,1
2156,1,1.7,1,11,1,44,0.6,169,4,11,854,1380,2099,13,7,13,1,1,1,2
2412,1,2.7,1,13,1,41,1.2,166,7,13,1054,1727,3600,17,4,14,1,1,1,3
796,0,0.8,0,0,0,4,0.5,147,2,1,190,713,810,6,3,11,0,0,1,0
1103,1,1.1,1,1,1,23,0.8,166,4,7,812,1152,1387,9,5,15,1,1,1,1
2094,1,1.8,1,7,1,36,0.8,142,5,13,916,1325,2156,8,3,18,1,1,1,2
2376,1,2.6,1,10,1,32,1.1,163,7,16,1395,1404,3789,15,6,14,1,1,1,3
590,0,1.2,0,1,0,6,0.3,114,1,2,486,773,649,5,2,7,0,0,0,0
1474,1,1.1,1,4,1,28,0.5,166,2,8,701,981,1786,10,4,10,1,1,1,1
1434,1,2.0,1,9,1,46,0.7,182,5,8,1003,1238,2909,11,5,19,1,1,1,2
3296,1,3.1,1,13,1,36,0.7,193,7,16,1040,1839,3338,14,4,16,1,1,1,3
718,1,0.5,1,2,0,6,0.2,138,3,5,363,639,996,5,3,5,0,0,1,0
1466,1,2.1,1,1,0,22,0.5,123,3,4,512,902,1227,7,4,12,1,1,1,1
1836,1,2.2,1,7,1,16,0.8,171,4,13,1032,1436,2811,16,4,13,1,1,1,2
2582,1,2.9,1,14,1,38,1.4,193,6,18,1387,1571,4022,17,5,12,1,1,1,3
801,1,1.5,1,0,0,6,0.3,104,1,2,293,606,762,14,5,13,0,1,0,0
1199,1,1.7,1,6,0,23,0.7,141,3,9,685,988,1135,12,4,16,1,1,1,1
1878,1,1.6,1,7,1,35,0.7,169,5,14,946,1194,2783,9,3,12,1,1,1,2
2437,1,2.6,1,14,1,33,1.5,151,7,12,1067,1819,3780,10,5,16,1,1,1,3
1039,1,1.0,1,2,0,15,0.6,120,3,7,434,564,856,8,5,10,0,0,1,0
1126,1,1.9,1,3,0,30,0.5,174,2,9,757,991,1048,11,3,16,1,1,1,1
1971,1,2.0,1,5,1,27,0.7,164,5,9,761,1325,2190,12,5,11,1,1,1,2
2510,1,2.8,1,10,1,51,1.4,189,6,19,1293,1702,3862,17,4,18,1,1,1,3
690,0,0.7,0,2,0,5,0.5,108,1,4,494,921,913,14,4,5,0,0,1,0
1352,1,1.5,1,4,1,20,0.6,179,3,8,606,979,1721,6,5,8,1,1,1,1
2121,1,2.1,1,10,1,20,0.6,150,5,10,808,1387,1826,11,7,11,1,1,1,2
2892,1,2.6,1,10,1,59,1.5,187,7,18,1232,1616,4063,10,7,14,1,1,1,3
820,0,1.0,0,2,0,11,0.4,147,1,1,511,756,683,7,5,11,0,0,1,0
1515,1,1.4,1,2,1,18,0.5,137,2,9,447,814,1568,13,5,9,1,1,1,1
2072,1,2.0,1,5,1,32,0.8,169,5,13,1072,1378,2825,8,6,18,1,1,1,2
3132,1,2.8,1,13,1,49,0.8,183,6,12,1071,1430,3917,19,4,15,1,1,1,3
594,1,0.5,0,1,0,14,0.4,120,1,5,362,924,561,8,3,9,0,0,0,0
1262,1,1.3,1,5,1,18,0.6,170,4,7,669,1370,1516,16,6,12,1,1,1,1
1622,1,2.3,1,6,1,20,0.7,191,5,13,961,1201,2153,17,7,13,1,1,1,2
3352,1,2.6,1,12,1,49,0.9,183,6,15,1362,1563,3266,13,6,12,1,1,1,3
991,0,1.2,0,0,0,9,0.4,146,3,4,157,990,1196,7,3,12,0,0,0,0
1352,1,2.0,1,1,0,14,0.7,151,2,9,565,826,1932,13,2,10,1,1,1,1
1653,1,1.6,1,7,1,34,0.8,189,4,14,967,1332,2405,17,7,14,1,1,1,2
3377,1,3.2,1,14,1,61,0.9,171,7,16,1274,1640,3712,13,7,14,1,1,1,3
1002,0,1.3,0,2,0,9,0.5,118,3,4,212,609,1045,13,5,10,0,0,1,0
1341,1,1.7,1,2,0,31,0.5,174,2,9,401,1296,1816,12,6,8,1,1,1,1
1647,1,1.8,1,10,1,37,0.7,149,4,10,1099,1114,2622,13,6,19,1,1,1,2
2566,1,2.9,1,11,1,50,1.5,154,6,19,1362,1940,3217,12,7,15,1,1,1,3
654,0,0.8,0,2,0,5,0.5,88,3,0,239,724,986,10,2,5,0,1,0,0
1010,1,2.1,1,2,0,29,0.5,138,2,9,864,1002,1021,15,5,9,1,1,1,1
1843,1,2.4,1,7,1,23,0.9,183,5,8,912,1402,2311,11,6,18,1,1,1,2
3337,1,3.1,1,10,1,46,1.5,152,7,18,1188,1413,3163,11,6,16,1,1,1,3
765,0,0.6,0,3,0,14,0.4,82,2,7,579,718,552,8,4,7,0,0,1,0
1529,1,1.7,1,5,1,24,0.7,124,2,7,567,1159,1749,6,6,11,1,1,1,1
2097,1,2.3,1,7,1,44,0.6,193,5,8,1082,1021,2298,9,5,18,1,1,1,2
3398,1,3.0,1,13,1,58,0.8,148,7,14,1248,1554,3979,18,4,15,1,1,1,3
686,0,0.9,0,4,0,7,0.2,121,3,2,188,588,434,13,5,8,0,0,1,0
1266,1,1.9,1,6,0,27,0.6,143,4,8,717,1001,1640,16,6,10,1,1,1,1
1531,1,2.1,1,5,1,45,0.9,173,5,10,801,1053,2749,16,6,15,1,1,1,2
2741,1,2.4,1,14,1,47,1.0,161,7,15,1183,1891,3630,16,7,19,1,1,1,3
1034,0,1.4,0,4,0,6,0.4,95,3,0,290,715,902,14,4,10,0,0,0,0
1481,1,1.5,1,5,1,11,0.8,170,3,4,788,833,1990,6,5,16,1,1,1,1
1768,1,1.7,1,8,1,39,0.9,180,5,11,853,1148,2128,17,3,12,1,1,1,2
3407,1,2.7,1,14,1,46,1.0,164,7,14,1309,1904,3949,11,7,18,1,1,1,3
652,0,1.1,0,1,0,6,0.1,133,2,4,546,640,769,13,3,12,0,0,1,0
1468,1,1.6,1,2,1,11,0.7,120,3,6,673,1259,1559,7,2,17,1,1,1,1
1820,1,2.5,1,7,1,31,0.9,197,4,9,899,1058,2648,14,5,18,1,1,1,2
2696,1,3.4,1,12,1,38,1.3,169,7,19,1162,1464,3825,18,6,15,1,1,1,3
990,0,1.1,1,1,0,14,0.3,142,2,1,221,974,1143,12,5,11,0,0,0,0
1365,1,1.4,1,3,0,27,0.6,175,4,4,734,1342,1073,9,2,9,1,1,1,1
1956,1,2.5,1,9,1,34,0.9,160,5,13,1055,1213,2902,13,7,12,1,1,1,2
3425,1,3.4,1,13,1,41,1.4,184,6,13,1283,1448,3103,10,7,19,1,1,1,3
666,1,1.1,0,1,0,15,0.3,149,2,4,313,472,1036,13,3,5,0,1,1,0
1180,1,1.1,1,1,0,23,0.6,124,3,7,730,1125,1021,15,3,11,1,1,1,1
1988,1,1.6,1,12,1,30,0.7,135,4,11,1025,1021,2444,15,3,13,1,1,1,2
3199,1,2.4,1,11,1,39,0.7,140,6,18,1198,1590,4020,18,5,16,1,1,1,3
673,0,1.2,1,3,0,11,0.5,94,1,7,418,490,1193,14,2,8,0,0,0,0
1381,1,1.7,1,3,0,10,0.7,123,4,8,783,1025,1097,10,3,14,1,1,1,1
1757,1,1.9,1,10,1,36,0.8,136,5,12,851,1072,2794,16,5,11,1,1,1,2
3132,1,3.1,1,11,1,53,0.7,151,7,15,1145,1516,3608,18,4,13,1,1,1,3
1089,0,1.3,1,2,0,12,0.3,106,2,0,469,746,917,5,3,8,0,0,0,0
1326,1,1.1,1,2,1,16,0.5,144,4,9,881,984,1138,10,5,14,1,1,1,1
1722,1,1.9,1,8,1,36,0.9,176,4,8,790,1262,2793,15,6,19,1,1,1,2
3042,1,2.3,1,12,1,54,0.8,197,7,19,1294,1524,3047,18,7,19,1,1,1,3
1038,1,0.9,1,3,0,9,0.1,125,1,2,448,606,1041,6,3,9,0,0,0,0
1591,1,1.0,1,2,0,19,0.4,176,4,5,471,944,1831,16,2,16,1,1,1,1
1821,1,1.6,1,8,1,19,0.9,185,5,8,677,1441,2572,17,7,17,1,1,1,2
2801,1,3.3,1,14,1,46,1.0,174,6,12,1058,1627,3928,15,6,15,1,1,1,3
770,0,1.0,1,1,0,12,0.5,123,1,5,169,510,332,9,3,12,0,0,1,0
1257,1,1.6,1,4,1,19,0.8,161,2,9,617,1376,1015,16,2,10,1,1,1,1
1617,1,2.2,1,8,1,32,0.9,140,5,9,1029,1433,2850,13,5,12,1,1,1,2
2552,1,3.3,1,11,1,46,0.9,194,6,19,1125,1793,3233,12,7,18,1,1,1,3
810,0,0.5,0,2,0,9,0.5,138,2,3,258,919,1260,9,3,12,0,0,1,0
1115,1,1.2,1,2,0,8,0.5,132,4,5,862,923,1038,12,5,8,1,1,1,1
2006,1,2.5,1,10,1,36,0.9,157,5,11,914,1589,2417,12,6,19,1,1,1,2
2486,1,2.8,1,12,1,51,0.9,174,7,18,1069,1743,3031,13,7,19,1,1,1,3
1066,0,1.3,1,4,0,9,0.5,141,1,2,588,979,404,10,4,9,0,0,0,0
1104,1,1.7,1,6,1,31,0.7,169,3,7,439,889,1436,14,3,11,1,1,1,1
2091,1,2.2,1,9,1,21,0.7,173,4,10,642,1286,2302,10,4,16,1,1,1,2
2362,1,2.6,1,13,1,40,1.4,188,7,19,1071,1870,3030,14,7,14,1,1,1,3
916,0,0.5,0,0,0,14,0.5,132,3,3,511,474,994,6,5,5,0,1,1,0
1507,1,2.0,1,4,0,15,0.7,148,4,7,521,1346,1274,10,2,14,1,1,1,1
1485,1,1.6,1,6,1,32,0.8,187,5,9,936,1494,2363,11,4,19,1,1,1,2
2660,1,3.1,1,14,1,53,1.2,164,7,12,1079,1446,3553,17,4,19,1,1,1,3
711,0,0.7,0,0,0,12,0.6,96,1,2,544,767,856,10,5,8,0,0,0,0
1158,1,1.5,1,5,1,30,0.5,170,3,6,847,1007,1486,7,6,15,1,1,1,1
1534,1,1.9,1,6,1,47,0.9,198,4,14,856,1427,1951,8,6,14,1,1,1,2
2753,1,2.8,1,10,1,51,1.0,144,7,14,1304,1928,3301,18,7,14,1,1,1,3
568,0,1.1,0,0,0,6,0.5,113,3,5,591,906,1158,7,3,13,0,1,0,0
1551,1,1.9,1,6,0,26,0.4,123,3,7,770,1341,1383,8,4,8,1,1,1,1
1822,1,2.3,1,11,1,28,0.6,173,5,8,654,1536,2551,17,4,11,1,1,1,2
2369,1,3.5,1,13,1,62,1.2,165,7,13,1029,1983,3058,14,6,12,1,1,1,3
913,1,1.5,1,2,0,6,0.4,100,3,2,383,995,319,8,5,5,0,0,0,0
1386,1,1.2,1,3,0,30,0.8,161,2,8,482,1068,1567,7,5,13,1,1,1,1
2184,1,2.1,1,12,1,18,0.6,187,5,9,796,1336,1896,11,4,19,1,1,1,2
3374,1,3.2,1,11,1,53,1.0,189,7,14,1317,1821,3546,18,4,16,1,1,1,3
598,0,1.2,1,0,0,14,0.3,138,1,6,441,712,506,10,5,11,0,1,0,0
1194,1,2.1,1,2,0,8,0.5,163,4,4,748,1242,1313,9,3,13,1,1,1,1
2016,1,1.6,1,5,1,27,0.6,182,5,11,762,1500,2319,8,4,14,1,1,1,2
2985,1,2.7,1,11,1,43,1.2,176,7,12,1269,1494,3268,19,4,18,1,1,1,3
902,0,0.9,0,0,0,12,0.3,100,2,7,178,684,327,5,3,9,0,1,0,0
1198,1,1.2,1,1,1,27,0.6,170,2,9,661,1295,1846,10,5,10,1,1,1,1
2007,1,1.8,1,8,1,41,0.9,148,5,8,751,1494,2829,13,7,15,1,1,1,2
2863,1,3.0,1,10,1,61,0.9,192,7,15,1180,1872,3546,10,5,14,1,1,1,3
946,0,1.2,0,4,0,9,0.4,81,3,5,318,813,1180,13,4,6,0,0,0,0
1579,1,1.0,1,4,0,29,0.8,172,4,4,659,895,1236,7,2,11,1,1,1,1
1545,1,2.3,1,9,1,29,0.9,156,5,9,898,1247,2364,14,4,11,1,1,1,2
2758,1,3.4,1,10,1,54,0.7,144,6,18,1108,1502,3339,14,6,12,1,1,1,3
684,0,0.9,0,1,0,15,0.6,85,1,1,281,926,736,11,4,7,0,0,0,0
1586,1,1.9,1,5,0,26,0.5,146,3,4,414,1133,1194,13,3,12,1,1,1,1
1826,1,1.9,1,9,1,32,0.8,150,5,9,835,1563,2717,11,7,18,1,1,1,2
2332,1,2.5,1,14,1,37,1.3,174,7,17,1249,1454,3474,14,7,19,1,1,1,3
903,1,1.3,1,2,0,10,0.5,111,1,2,352,757,892,9,4,10,0,1,1,0
1458,1,1.7,1,1,0,21,0.8,136,2,9,629,851,1675,16,5,13,1,1,1,1
1878,1,2.2,1,10,1,36,0.6,141,4,14,659,1145,2963,14,4,19,1,1,1,2
2833,1,2.6,1,13,1,54,1.4,185,6,15,1084,1960,3134,16,7,19,1,1,1,3
944,0,1.4,0,0,0,12,0.4,84,3,3,309,982,462,13,5,7,0,1,0,0
1030,1,2.2,1,6,1,11,0.5,141,3,9,811,1381,1503,10,5,15,1,1,1,1
2075,1,2.4,1,7,1,45,0.6,180,4,9,665,1208,1876,9,4,15,1,1,1,2
2209,1,3.4,1,14,1,54,1.0,198,6,18,1096,1661,4049,12,5,17,1,1,1,3
1068,0,1.0,0,2,0,5,0.2,140,3,7,472,611,1124,8,2,13,0,0,0,0
1376,1,1.3,1,1,1,16,0.5,151,4,6,460,852,1352,7,5,11,1,1,1,1
1600,1,1.9,1,12,1,31,0.7,166,4,9,750,1289,1926,11,6,12,1,1,1,2
2642,1,2.6,1,12,1,60,1.0,143,7,13,1114,1420,3041,13,7,15,1,1,1,3
1032,0,1.1,1,2,0,4,0.5,84,2,6,390,923,1157,11,2,10,0,0,1,0
1019,1,1.5,1,5,1,10,0.7,130,2,8,898,908,1537,9,4,12,1,1,1,1
1776,1,1.7,1,7,1,30,0.9,163,4,14,963,1357,2007,12,6,16,1,1,1,2
2239,1,2.7,1,10,1,39,0.8,185,7,17,1292,1939,3947,17,7,15,1,1,1,3
761,0,1.1,1,0,0,14,0.3,132,3,5,237,624,823,6,2,12,0,0,0,0
1214,1,2.2,1,4,0,30,0.8,126,4,7,820,1245,1153,11,6,14,1,1,1,1
1690,1,2.1,1,6,1,40,1.0,144,4,8,1078,1070,2824,14,7,11,1,1,1,2
2313,1,3.0,1,12,1,40,0.9,194,7,13,1105,1939,3609,13,7,18,1,1,1,3
569,1,1.3,1,4,0,12,0.1,101,1,3,225,943,465,11,4,8,0,0,1,0
1365,1,2.0,1,6,1,29,0.5,157,3,6,851,1163,1547,15,6,10,1,1,1,1
1692,1,2.4,1,12,1,32,0.7,198,4,10,977,1335,2087,12,3,13,1,1,1,2
3244,1,2.9,1,11,1,39,0.7,190,7,15,1136,1611,3746,15,6,12,1,1,1,3
610,0,1.3,0,2,0,4,0.4,139,1,6,385,563,1296,5,3,14,0,0,0,0
1199,1,2.1,1,3,0,19,0.6,127,4,6,686,935,1752,12,5,14,1,1,1,1
1800,1,1.8,1,7,1,31,0.9,199,4,14,832,1223,2944,10,6,17,1,1,1,2
2713,1,2.7,1,10,1,45,1.1,143,7,12,1241,1690,3263,19,6,12,1,1,1,3
896,1,0.8,0,3,0,11,0.5,96,1,7,414,850,710,6,3,8,0,0,0,0
1142,1,1.9,1,2,0,9,0.5,147,4,6,839,1246,1458,13,3,10,1,1,1,1
1699,1,2.1,1,5,1,22,0.6,138,4,11,829,1297,2520,12,7,16,1,1,1,2
2601,1,3.5,1,10,1,52,1.1,161,7,18,1208,1694,3763,16,7,16,1,1,1,3
596,0,1.0,0,0,0,8,0.1,91,2,0,396,560,1288,6,2,11,0,0,0,0
1490,1,1.6,1,5,0,18,0.6,124,4,7,798,1165,1783,12,4,8,1,1,1,1
2099,1,1.9,1,11,1,27,0.8,139,5,11,869,1068,1848,8,7,13,1,1,1,2
3221,1,2.5,1,12,1,35,1.0,149,6,13,1183,1865,3449,11,4,12,1,1,1,3
1018,0,1.4,1,4,0,9,0.4,139,1,6,294,966,406,11,3,11,0,0,1,0
1469,1,1.3,1,4,0,25,0.5,154,4,9,659,883,1217,9,4,9,1,1,1,1
1447,1,1.8,1,11,1,27,0.9,151,5,11,1072,1406,2408,12,3,15,1,1,1,2
2710,1,2.6,1,10,1,51,1.2,168,6,19,1029,1574,3189,19,6,17,1,1,1,3
1072,0,1.2,1,4,0,11,0.5,101,3,1,441,956,998,5,3,12,0,1,0,0
1348,1,1.4,1,5,0,23,0.7,163,3,7,772,1199,1791,6,6,9,1,1,1,1
2195,1,1.8,1,7,1,31,0.9,141,4,10,831,1400,2300,15,3,12,1,1,1,2
3473,1,3.0,1,10,1,50,0.8,140,6,18,1189,1624,3067,13,6,17,1,1,1,3
528,0,1.3,1,4,0,12,0.4,86,3,6,442,702,1147,11,2,13,0,1,1,0
1526,1,1.5,1,6,1,23,0.6,148,3,8,527,1287,1491,10,5,9,1,1,1,1
1478,1,1.9,1,12,1,17,0.9,142,4,8,844,1081,1969,15,3,11,1,1,1,2
2712,1,2.7,1,12,1,39,1.5,197,6,15,1005,1703,3262,14,4,19,1,1,1,3
642,1,1.2,0,3,0,11,0.1,100,1,5,214,520,1256,7,3,10,0,0,0,0
1256,1,2.2,1,5,0,20,0.5,131,4,4,579,1113,1384,8,5,16,1,1,1,1
1458,1,2.5,1,7,1,29,1.0,155,5,8,924,1500,2193,12,5,11,1,1,1,2
2231,1,3.1,1,12,1,34,1.3,144,7,12,1285,1939,3730,14,4,18,1,1,1,3
663,0,1.5,1,2,0,10,0.6,128,2,5,596,939,468,6,3,9,0,0,1,0
1196,1,1.9,1,3,0,27,0.6,174,4,4,511,1102,1901,14,3,15,1,1,1,1
1932,1,1.5,1,9,1,19,0.6,164,5,11,837,1037,2327,15,7,19,1,1,1,2
2415,1,2.9,1,11,1,57,1.5,164,7,17,1086,1679,3142,16,5,16,1,1,1,3
842,1,1.5,0,3,0,6,0.5,127,1,2,211,854,1286,6,3,9,0,1,0,0
1234,1,1.5,1,2,0,30,0.8,122,2,5,760,1156,1788,9,3,17,1,1,1,1
2132,1,1.6,1,12,1,32,0.6,132,5,12,859,1185,2280,11,7,15,1,1,1,2
2453,1,2.3,1,13,1,48,0.8,144,6,12,1276,1863,3590,13,7,19,1,1,1,3
998,0,1.0,0,0,0,6,0.2,135,3,4,379,455,602,5,5,11,0,1,1,0
1469,1,1.5,1,5,1,10,0.7,146,2,7,834,1057,1564,13,6,17,1,1,1,1
1767,1,1.6,1,7,1,37,0.7,158,4,9,626,1246,2031,10,5,17,1,1,1,2
3373,1,2.3,1,13,1,35,1.0,179,7,18,1344,1471,3848,15,5,15,1,1,1,3
694,1,1.0,0,1,0,4,0.2,104,2,2,386,918,383,10,5,13,0,0,0,0
1417,1,1.6,1,2,0,15,0.4,139,2,6,463,1166,1921,15,5,8,1,1,1,1
1951,1,1.8,1,7,1,40,0.8,141,4,8,860,1282,2272,9,5,14,1,1,1,2
2046,1,3.1,1,12,1,54,1.1,189,6,15,1312,1434,3813,12,5,16,1,1,1,3
911,0,1.4,0,4,0,5,0.4,123,1,6,150,757,621,12,3,8,0,0,0,0
1472,1,1.4,1,2,0,18,0.6,134,2,7,865,832,1698,15,5,17,1,1,1,1
1996,1,1.7,1,12,1,36,0.9,159,4,8,966,1351,1960,9,4,11,1,1,1,2
2562,1,2.8,1,10,1,47,1.1,145,7,17,1054,1713,3970,11,4,12,1,1,1,3
873,1,0.9,1,0,0,8,0.1,104,2,2,409,601,852,5,5,5,0,0,0,0
1289,1,1.6,1,2,0,21,0.5,146,2,9,539,1043,1512,12,3,13,1,1,1,1
1521,1,1.8,1,11,1,17,0.8,182,5,12,943,1200,2036,14,7,15,1,1,1,2
2129,1,2.8,1,14,1,34,1.4,187,7,15,1390,1851,3321,19,6,18,1,1,1,3
576,1,0.7,1,2,0,11,0.5,134,3,0,183,798,676,5,2,11,0,0,0,0
1055,1,2.0,1,6,0,9,0.7,166,2,8,876,1119,1180,16,6,12,1,1,1,1
1526,1,2.0,1,11,1,47,0.8,157,4,13,976,1150,2804,13,4,11,1,1,1,2
2197,1,2.9,1,11,1,61,1.1,141,7,13,1032,1984,3884,11,6,12,1,1,1,3
973,1,1.1,0,3,0,12,0.1,96,3,3,211,744,1172,8,5,10,0,1,1,0
1133,1,1.5,1,3,1,16,0.7,137,4,6,735,1391,1877,11,5,9,1,1,1,1
1531,1,2.1,1,8,1,31,0.7,163,5,10,760,1543,2707,13,7,15,1,1,1,2
2461,1,3.3,1,12,1,44,0.9,148,6,13,1380,1896,3073,17,7,18,1,1,1,3
675,0,1.4,0,4,0,8,0.1,148,1,0,204,807,372,5,5,11,0,0,0,0
1434,1,1.4,1,3,0,13,0.5,146,2,4,798,1316,1741,8,3,10,1,1,1,1
1550,1,1.6,1,10,1,24,0.9,136,5,14,725,1385,2401,14,4,17,1,1,1,2
3168,1,2.4,1,12,1,61,1.1,151,6,13,1284,1514,3694,13,7,15,1,1,1,3
520,1,0.6,1,2,0,6,0.3,129,2,6,579,432,1186,11,4,7,0,0,0,0
1079,1,1.7,1,4,1,8,0.5,120,3,5,417,1259,1413,16,3,8,1,1,1,1
1551,1,2.2,1,5,1,25,0.8,186,5,13,932,1277,2417,14,6,12,1,1,1,2
2881,1,3.3,1,13,1,48,0.9,183,6,13,1101,1664,3831,13,6,19,1,1,1,3
594,1,0.6,1,0,0,9,0.2,135,1,1,410,515,620,12,2,14,0,0,0,0
1361,1,1.4,1,1,1,11,0.5,154,3,8,713,810,1085,8,4,17,1,1,1,1
1541,1,2.2,1,12,1,31,0.8,153,4,10,661,1157,2843,13,6,12,1,1,1,2
2715,1,3.5,1,10,1,59,1.4,158,7,16,1017,1475,3469,16,6,17,1,1,1,3
833,0,0.5,0,1,0,6,0.2,148,1,7,436,487,703,12,4,7,0,1,0,0
1135,1,2.2,1,4,0,27,0.6,165,4,4,579,1073,1764,16,5,13,1,1,1,1
1556,1,2.3,1,6,1,40,1.0,192,5,10,678,1469,2477,12,7,10,1,1,1,2
2948,1,2.6,1,10,1,61,1.2,168,6,14,1225,1697,3002,11,4,14,1,1,1,3
956,0,1.4,0,1,0,10,0.6,91,1,6,490,606,1011,10,5,11,0,1,0,0
1076,1,1.6,1,2,0,28,0.5,175,2,7,556,1306,1884,9,5,15,1,1,1,1
1470,1,2.2,1,11,1,35,1.0,195,4,12,1015,1501,2960,11,6,14,1,1,1,2
3272,1,3.3,1,13,1,32,0.8,157,7,19,1209,1845,3016,13,5,14,1,1,1,3
782,1,1.1,0,0,0,8,0.2,141,2,5,292,930,808,12,4,6,0,1,1,0
1577,1,1.6,1,3,1,17,0.6,155,3,8,787,1244,1101,16,5,10,1,1,1,1
2087,1,2.0,1,11,1,29,0.9,176,4,11,724,1274,2216,10,7,19,1,1,1,2
2098,1,2.5,1,13,1,59,1.0,178,6,14,1323,1936,3364,17,5,17,1,1,1,3
967,1,1.2,1,4,0,14,0.3,89,2,0,287,816,498,13,2,6,0,1,0,0
1118,1,1.9,1,1,1,18,0.5,165,4,5,826,1209,1013,6,5,14,1,1,1,1
1647,1,2.2,1,7,1,42,1.0,181,5,12,1031,1223,2545,9,6,10,1,1,1,2
3498,1,2.7,1,10,1,47,1.5,159,7,19,1261,1971,3500,12,7,16,1,1,1,3
1083,0,0.7,0,0,0,15,0.4,118,2,5,395,752,1019,14,2,10,0,1,1,0
1088,1,1.5,1,1,1,30,0.7,163,4,9,473,1228,1464,7,3,13,1,1,1,1
1663,1,2.5,1,9,1,36,0.8,196,4,11,835,1535,2509,16,3,18,1,1,1,2
2199,1,2.4,1,12,1,57,1.5,197,7,18,1360,1687,3952,11,6,18,1,1,1,3
749,1,1.0,1,0,0,4,0.2,147,3,3,252,757,885,13,4,14,0,0,0,0
1047,1,1.2,1,5,1,20,0.6,122,4,5,892,1086,1141,15,5,8,1,1,1,1
1695,1,1.7,1,5,1,47,1.0,177,5,13,982,1391,2967,14,6,12,1,1,1,2
2756,1,2.8,1,12,1,42,0.8,187,6,15,1158,1465,3104,18,7,18,1,1,1,3
769,0,0.8,0,1,0,8,0.2,93,2,0,500,982,524,5,5,7,0,1,1,0
1526,1,1.5,1,2,0,17,0.7,142,3,7,744,1134,1477,12,3,9,1,1,1,1
1886,1,2.1,1,6,1,34,0.8,198,5,9,938,1286,1875,11,5,19,1,1,1,2
2385,1,3.4,1,11,1,58,1.5,196,6,16,1262,1812,3818,11,5,16,1,1,1,3
792,0,1.5,1,3,0,12,0.2,99,3,4,293,701,1021,9,4,8,0,1,1,0
1427,1,1.3,1,4,0,26,0.7,148,3,7,455,1023,1443,14,4,9,1,1,1,1
